,Unnamed: 1,name,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,label
All Out 00s,24,Don't Stop The Music,Rihanna,76,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,267080,1
All Out 00s,25,Hot N Cold,Katy Perry,71,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,220227,0
All Out 00s,26,Toxic,Britney Spears,56,0.774,0.838,5,-3.914,0,0.114,0.0249,0.0244,0.242,0.924,143.04,198800,0
All Out 00s,27,Dynamite,Taio Cruz,79,0.751,0.783,4,-3.724,1,0.0859,0.00379,0.0,0.036,0.816,119.975,202613,0
All Out 00s,28,Every time we touch,Cascada,0,0.633,0.976,8,-5.362,1,0.0519,0.00281,1.29e-05,0.382,0.493,142.027,197124,0
All Out 00s,29,So What,P!nk,75,0.534,0.87,11,-3.078,0,0.0425,0.000334,0.0,0.241,0.462,126.019,215160,0
All Out 00s,30,SOS,Rihanna,55,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07e-05,0.413,0.527,137.046,238920,1
All Out 00s,31,Maneater,Nelly Furtado,79,0.796,0.777,6,-4.81,1,0.0397,0.0261,0.000358,0.121,0.787,132.722,258893,1
All Out 00s,32,I Knew You Were Trouble,Taylor Swift,0,0.499,0.467,6,-6.744,1,0.0461,0.00593,1.65e-06,0.0361,0.637,76.76,219720,0
All Out 00s,33,Oops!...I Did It Again,Britney Spears,77,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,211160,0
All Out 00s,34,TiK ToK,Kesha,80,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,199693,0
All Out 00s,35,Poker Face,Lady Gaga,76,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999,237200,1
All Out 00s,36,I Gotta Feeling,Black Eyed Peas,71,0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,289133,1
All Out 00s,37,"Whenever, Wherever",Shakira,73,0.794,0.832,1,-4.862,0,0.0407,0.237,1.14e-05,0.203,0.871,107.657,196160,0
All Out 00s,38,We Are Never Ever Getting Back Together,Taylor Swift,0,0.624,0.685,7,-5.902,1,0.12,0.0105,2.22e-05,0.126,0.781,86.059,193147,0
All Out 00s,39,Cooler Than Me - Single Mix,Mike Posner,74,0.768,0.82,7,-4.63,0,0.0474,0.179,0.0,0.689,0.625,129.965,213293,0
All Out 00s,40,Marry You,Bruno Mars,73,0.62,0.832,10,-4.848,1,0.036,0.332,0.0,0.104,0.481,144.926,230120,1
All Out 00s,41,Womanizer,Britney Spears,76,0.724,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,224400,1
All Out 00s,42,Bad Romance,Lady Gaga,0,0.695,0.919,0,-3.769,1,0.0381,0.00264,4.1e-05,0.062,0.717,119.002,294640,1
All Out 00s,43,Single Ladies (Put a Ring on It),Beyoncé,67,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,193213,0
All Out 00s,44,Replay,Iyaz,75,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,182307,0
All Out 00s,45,Low (feat. T-Pain),Flo Rida,80,0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008,231400,1
All Out 00s,46,Shut Up And Drive,Rihanna,68,0.735,0.826,1,-4.902,1,0.0349,0.00101,0.129,0.197,0.74,132.964,212280,0
All Out 00s,47,Bye Bye Bye,*NSYNC,53,0.571,0.87,8,-3.877,0,0.0641,0.0198,6.6e-06,0.0564,0.813,172.716,199640,0
All Out 00s,48,SexyBack (feat. Timbaland),Justin Timberlake,77,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,242733,1
All Out 00s,49,Circus,Britney Spears,74,0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,192360,0
All Out 00s,50,Forever,Chris Brown,73,0.672,0.82,11,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120.005,278573,1
All Out 00s,51,The Tide Is High - Radio Mix,Atomic Kitten,62,0.776,0.693,7,-2.528,1,0.0314,0.0234,0.00177,0.0322,0.635,102.996,205360,0
All Out 00s,52,About You Now,Sugababes,65,0.584,0.699,1,-6.065,0,0.0378,6.52e-05,6.05e-05,0.486,0.585,82.499,212400,0
All Out 00s,53,Don't Cha,The Pussycat Dolls,0,0.875,0.631,1,-3.475,1,0.099,0.00542,2.54e-06,0.127,0.549,120.002,272080,1
All Out 00s,54,Sexy Bitch (feat. Akon),David Guetta,74,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,195853,0
All Out 00s,55,Rock Your Body,Justin Timberlake,74,0.892,0.714,4,-6.055,0,0.141,0.201,0.000234,0.0521,0.817,100.972,267267,1
All Out 00s,56,Irreplaceable,Beyoncé,70,0.447,0.694,7,-4.637,0,0.382,0.0293,5.46e-06,0.167,0.509,175.868,227853,1
All Out 00s,57,This Love,Maroon 5,2,0.714,0.868,5,-4.596,0,0.0363,0.0551,0.0,0.0987,0.78,95.05,206200,0
All Out 00s,58,Break Your Heart,Taio Cruz,0,0.604,0.918,3,-5.284,1,0.0312,0.0319,0.0,0.0592,0.609,122.018,202653,0
All Out 00s,59,Where Is The Love?,Black Eyed Peas,0,0.835,0.687,5,-3.18,1,0.184,0.101,0.0,0.132,0.828,94.059,272533,1
All Out 00s,60,Complicated,Avril Lavigne,0,0.582,0.758,5,-5.951,1,0.0464,0.0615,8.41e-06,0.309,0.413,77.982,244507,1
All Out 00s,61,Survivor,Destiny's Child,69,0.514,0.911,1,-2.027,0,0.41,0.0559,0.0,0.775,0.619,161.109,254027,1
All Out 00s,62,Take A Bow,Rihanna,73,0.697,0.467,9,-7.536,1,0.0715,0.248,0.0,0.0941,0.572,82.082,229413,1
All Out 00s,63,Cupid's Chokehold / Breakfast in America - Radio Mix,Gym Class Heroes,59,0.584,0.681,1,-5.084,0,0.0781,0.495,0.0,0.289,0.821,79.702,237173,1
All Out 00s,64,The Way I Are,Timbaland,76,0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,179120,0
All Out 00s,65,"Hey, Soul Sister",Train,0,0.675,0.885,1,-4.432,0,0.0436,0.217,0.0,0.086,0.768,97.03,216667,0
All Out 00s,66,Glamorous,Fergie,69,0.81,0.755,0,-6.408,1,0.201,0.288,0.0,0.0857,0.623,130.99,246573,1
All Out 00s,67,Grenade,Bruno Mars,76,0.706,0.558,2,-7.237,0,0.0593,0.146,0.0,0.118,0.227,110.443,223253,1
All Out 00s,68,Bleeding Love,Leona Lewis,65,0.635,0.647,5,-5.864,1,0.0366,0.192,0.0,0.154,0.201,104.058,262693,1
All Out 00s,69,Sk8er Boi,Avril Lavigne,0,0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0.0,0.358,0.484,149.937,204000,0
All Out 00s,70,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,Jennifer Lopez,69,0.845,0.768,6,-5.448,1,0.188,0.00733,5.04e-06,0.0575,0.96,100.0,187840,0
All Out 00s,71,Empire State Of Mind,JAY-Z,79,0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,173.585,276920,1
All Out 00s,72,Sweet Dreams,Beyoncé,47,0.694,0.825,1,-5.986,1,0.111,0.0895,1.86e-05,0.0618,0.788,121.949,208067,0
All Out 00s,73,Fergalicious,Fergie,63,0.906,0.584,8,-7.72,0,0.316,0.0576,0.0,0.128,0.831,129.055,292373,1
All Out 00s,74,In My Head,Jason Derulo,66,0.762,0.748,0,-4.15,0,0.033,0.0266,0.0,0.348,0.851,110.009,199027,0
All Out 00s,75,No Air (feat. Chris Brown),Jordin Sparks,71,0.466,0.759,8,-4.978,0,0.199,0.0521,0.0,0.0587,0.328,160.033,264373,1
All Out 00s,76,Love Song,Sara Bareilles,72,0.583,0.786,2,-3.142,0,0.0301,0.0208,0.0,0.188,0.573,123.055,258827,1
All Out 00s,77,Rude Boy,Rihanna,73,0.563,0.75,11,-4.496,1,0.127,0.113,0.0,0.0788,0.812,173.906,222920,1
All Out 00s,78,Superstar,Jamelia,67,0.801,0.645,1,-6.93,1,0.0356,0.0457,0.0,0.0357,0.824,110.01,215480,0
All Out 00s,79,Dancing in the Moonlight,Toploader,74,0.632,0.856,10,-3.463,1,0.0348,0.0624,0.0,0.347,0.867,119.397,232693,1
All Out 00s,80,4 Minutes (feat. Justin Timberlake & Timbaland),Madonna,69,0.753,0.931,2,-4.922,1,0.0652,0.00994,0.00696,0.234,0.767,113.029,189693,0
All Out 00s,81,Temperature,Sean Paul,77,0.951,0.6,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04,218573,0
All Out 00s,82,American Boy,Estelle,77,0.727,0.729,0,-2.99,1,0.326,0.171,0.0,0.07,0.512,117.932,284733,1
All Out 00s,83,Big Girls Don't Cry (Personal),Fergie,59,0.708,0.641,7,-4.271,1,0.0335,0.205,0.0,0.0925,0.253,113.082,268120,1
All Out 00s,84,Kiss Me Thru The Phone,Soulja Boy,76,0.758,0.712,7,-3.781,1,0.112,0.0185,0.0,0.0677,0.795,149.998,193387,0
All Out 00s,85,Telephone,Lady Gaga,58,0.825,0.832,5,-5.853,0,0.0403,0.00587,0.000789,0.114,0.713,122.021,220627,0
All Out 00s,86,Say It Right,Nelly Furtado,75,0.872,0.872,1,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,223080,1
All Out 00s,87,Lady Marmalade,Christina Aguilera,0,0.741,0.859,5,-2.223,1,0.057,0.0148,1.84e-06,0.664,0.611,109.905,265973,1
All Out 00s,88,Hollaback Girl,Gwen Stefani,70,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,199853,0
All Out 00s,89,A Thousand Miles - Single Version,Vanessa Carlton,0,0.566,0.825,11,-4.504,1,0.0383,0.264,0.0,0.218,0.278,94.991,237920,1
All Out 00s,90,Because Of You,Ne-Yo,72,0.81,0.538,0,-5.784,0,0.0356,0.528,0.0,0.0951,0.828,109.97,266840,1
All Out 00s,91,Mr. Brightside,The Killers,0,0.351,0.928,1,-3.71,1,0.0759,0.00113,0.0,0.0988,0.239,148.03,222076,0
All Out 00s,92,Live Your Life,T.I.,74,0.375,0.862,11,-3.363,0,0.255,0.071,0.0,0.211,0.478,159.841,338853,1
All Out 00s,93,World of Our Own,Westlife,64,0.707,0.765,1,-4.636,1,0.0341,0.0163,0.0,0.0627,0.923,97.005,211413,0
All Out 00s,94,"One, Two Step (feat. Missy Elliott)",Ciara,73,0.944,0.511,5,-10.96,0,0.161,0.042,0.00107,0.0379,0.842,113.046,203787,0
All Out 00s,95,Heartless,Kanye West,80,0.79,0.647,10,-5.983,0,0.136,0.0515,0.0,0.248,0.654,87.999,211000,0
All Out 00s,96,Beautiful Girls,Sean Kingston,54,0.543,0.642,4,-6.533,1,0.0888,0.137,0.0,0.243,0.749,117.923,241667,1
All Out 00s,97,Push The Button,Sugababes,63,0.962,0.66,8,-5.096,1,0.061,0.0485,0.0,0.076,0.814,126.016,218093,0
All Out 00s,98,Breakeven,The Script,0,0.63,0.698,10,-4.51,1,0.0244,0.173,0.0,0.0789,0.529,94.023,261427,1
All Out 00s,99,Meet Me Halfway,Black Eyed Peas,70,0.798,0.629,11,-6.857,0,0.0735,0.00474,2.17e-05,0.324,0.4,130.0,284373,1
All Out 10s,0,The A Team,Ed Sheeran,76,0.642,0.289,9,-9.918,1,0.0367,0.669,0.0,0.18,0.407,84.996,258373,1
All Out 10s,1,Love Yourself,Justin Bieber,1,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,233720,1
All Out 10s,2,"thank u, next",Ariana Grande,81,0.717,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966,207320,0
All Out 10s,3,Blank Space,Taylor Swift,65,0.752,0.678,5,-5.421,1,0.0646,0.085,1.64e-06,0.13,0.583,96.009,231827,1
All Out 10s,4,Just the Way You Are,Bruno Mars,77,0.637,0.843,5,-5.413,1,0.0432,0.0151,0.0,0.0876,0.434,109.012,220733,0
All Out 10s,5,Closer,The Chainsmokers,83,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,244960,1
All Out 10s,6,Stay With Me,Sam Smith,0,0.5,0.418,0,-6.535,1,0.0377,0.566,0.000193,0.11,0.176,84.899,172724,0
All Out 10s,7,Wake Me Up,Avicii,84,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,1
All Out 10s,8,bad guy,Billie Eilish,84,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,0
All Out 10s,9,Lego House,Ed Sheeran,62,0.592,0.637,11,-8.48,1,0.0992,0.562,0.0,0.13,0.565,159.701,185093,0
All Out 10s,10,Shallow - Radio Edit,Lady Gaga,74,0.575,0.33,7,-6.557,1,0.031,0.416,0.0,0.0872,0.277,95.801,217213,0
All Out 10s,11,Story of My Life,One Direction,80,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,245493,1
All Out 10s,12,Treat You Better,Shawn Mendes,81,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,187973,0
All Out 10s,13,Scars To Your Beautiful,Alessia Cara,77,0.319,0.739,0,-5.74,1,0.272,0.0285,0.0,0.111,0.449,194.169,230227,1
All Out 10s,14,Memories,Maroon 5,52,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,189486,0
All Out 10s,15,Wildest Dreams,Taylor Swift,78,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,220440,0
All Out 10s,16,"10,000 Hours (with Justin Bieber)",Dan + Shay,80,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,167693,0
All Out 10s,17,If I Can't Have You,Shawn Mendes,74,0.692,0.809,2,-4.198,1,0.0602,0.524,0.0,0.147,0.864,123.911,190800,0
All Out 10s,18,Symphony (feat. Zara Larsson),Clean Bandit,74,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,212459,0
All Out 10s,19,The One That Got Away,Katy Perry,69,0.691,0.795,1,-4.021,0,0.0355,0.000812,1.02e-06,0.156,0.876,133.971,227333,1
All Out 10s,20,One Last Time,Ariana Grande,76,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,197267,0
All Out 10s,21,What Makes You Beautiful,One Direction,0,0.688,0.806,4,-2.628,1,0.0921,0.0102,0.0,0.104,0.85,125.006,199133,0
All Out 10s,22,Payphone,Maroon 5,80,0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015,231173,1
All Out 10s,23,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,79,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,217707,0
All Out 10s,24,There's Nothing Holdin' Me Back,Shawn Mendes,1,0.857,0.8,2,-4.035,1,0.0583,0.381,0.0,0.0913,0.966,121.996,199440,0
All Out 10s,25,Heart Attack,Demi Lovato,78,0.504,0.785,8,-4.802,1,0.104,0.0738,0.0,0.239,0.502,173.968,210840,0
All Out 10s,26,Talking to the Moon,Bruno Mars,77,0.523,0.606,1,-4.754,0,0.0301,0.512,0.0,0.106,0.065,145.837,217867,0
All Out 10s,27,I Don't Care (with Justin Bieber),Ed Sheeran,79,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,219947,0
All Out 10s,28,Say You Won't Let Go,James Arthur,69,0.4,0.564,10,-7.444,1,0.0523,0.693,0.0,0.0863,0.483,99.269,211240,0
All Out 10s,29,Drag Me Down,One Direction,78,0.73,0.703,0,-5.672,0,0.0369,0.109,0.0,0.0657,0.595,138.113,192120,0
All Out 10s,30,Stitches,Shawn Mendes,77,0.746,0.754,1,-6.684,1,0.0676,0.0152,0.0,0.0486,0.746,149.882,206880,0
All Out 10s,31,Dusk Till Dawn - Radio Edit,ZAYN,79,0.258,0.437,11,-6.593,0,0.039,0.101,1.27e-06,0.106,0.0967,180.043,239000,1
All Out 10s,32,Someone You Loved,Lewis Capaldi,85,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161,0
All Out 10s,33,Never Really Over,Katy Perry,72,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,223523,1
All Out 10s,34,I Knew You Were Trouble,Taylor Swift,0,0.602,0.465,6,-6.762,1,0.0367,0.00572,5.34e-06,0.033,0.664,154.076,219720,0
All Out 10s,35,Shower,Becky G,77,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,206167,0
All Out 10s,36,Sucker,Jonas Brothers,8,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,181040,0
All Out 10s,37,Señorita,Shawn Mendes,78,0.759,0.548,9,-6.049,0,0.029,0.0392,0.0,0.0828,0.749,116.967,190800,0
All Out 10s,38,The Middle,Zedd,80,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,184732,0
All Out 10s,39,Beautiful People (feat. Khalid),Ed Sheeran,77,0.64,0.648,5,-8.113,0,0.187,0.124,0.0,0.0802,0.548,92.977,197867,0
All Out 10s,40,Adore You,Harry Styles,83,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133,0
All Out 10s,41,Shout Out to My Ex,Little Mix,3,0.773,0.747,5,-4.061,1,0.0889,0.0239,8.23e-06,0.11,0.8,126.014,246240,1
All Out 10s,42,Locked Away (feat. Adam Levine),R. City,73,0.509,0.671,1,-5.709,1,0.0678,0.304,0.0,0.0452,0.55,118.413,227480,1
All Out 10s,43,Mercy,Shawn Mendes,77,0.555,0.662,11,-4.952,0,0.0827,0.125,0.0,0.111,0.356,148.128,208733,0
All Out 10s,44,Happier,Ed Sheeran,80,0.522,0.385,0,-7.355,1,0.0288,0.536,0.0,0.135,0.236,89.792,207520,0
All Out 10s,45,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,0,0.258,0.631,5,-6.617,0,0.0541,0.281,0.0,0.127,0.266,189.583,252539,1
All Out 10s,46,Youngblood,5 Seconds of Summer,80,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,203418,0
All Out 10s,47,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,81,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,210960,0
All Out 10s,48,Attention,Charlie Puth,1,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,211475,0
All Out 10s,49,Black Magic,Little Mix,0,0.775,0.885,4,-5.023,1,0.061,0.033,0.0,0.312,0.82,111.997,212720,0
All Out 10s,50,Photograph,Ed Sheeran,82,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,1
All Out 10s,51,Wolves,Selena Gomez,78,0.724,0.804,11,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.987,197993,0
All Out 10s,52,Sugar,Maroon 5,0,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076,235493,1
All Out 10s,53,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,75,0.61,0.83,0,-4.105,1,0.0571,0.033,0.0,0.118,0.728,182.162,193000,0
All Out 10s,54,Fight Song,Rachel Platten,77,0.564,0.714,7,-4.987,1,0.129,0.0549,0.0,0.155,0.33,175.924,204013,0
All Out 10s,55,IDGAF,Dua Lipa,77,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,217947,0
All Out 10s,56,Mirrors,Justin Timberlake,0,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899,484147,1
All Out 10s,57,Classic,MKTO,79,0.72,0.791,1,-4.689,1,0.124,0.0384,0.0,0.157,0.756,102.071,175427,0
All Out 10s,58,Like I Can,Sam Smith,0,0.681,0.627,7,-5.456,0,0.0403,0.499,1.25e-06,0.123,0.494,99.908,164093,0
All Out 10s,59,She Looks So Perfect,5 Seconds of Summer,71,0.494,0.951,9,-4.237,1,0.132,0.000569,0.0,0.327,0.441,160.025,202496,0
All Out 10s,60,Perfect,Ed Sheeran,85,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263400,1
All Out 10s,61,"Flashlight - From ""Pitch Perfect 2"" Soundtrack",Jessie J,0,0.458,0.623,5,-7.109,1,0.0505,0.322,5.08e-06,0.11,0.417,147.635,208666,0
All Out 10s,62,Maps,Maroon 5,0,0.741,0.715,1,-5.497,0,0.0293,0.0141,0.0,0.0576,0.847,120.032,189973,0
All Out 10s,63,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,16,0.631,0.531,0,-7.26,1,0.0433,0.399,0.0,0.177,0.418,108.038,225053,1
All Out 10s,64,Something Just Like This,The Chainsmokers,72,0.607,0.649,11,-6.695,0,0.0362,0.0306,2.46e-05,0.174,0.505,102.996,247627,1
All Out 10s,65,Counting Stars,OneRepublic,82,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.118,0.477,122.016,257267,1
All Out 10s,66,Rude,MAGIC!,78,0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033,224840,1
All Out 10s,67,Too Good At Goodbyes,Sam Smith,79,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,201000,0
All Out 10s,68,Without Me,Halsey,78,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,0
All Out 10s,69,One Call Away,Charlie Puth,64,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024,194453,0
All Out 10s,70,New Rules,Dua Lipa,78,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,0
All Out 10s,71,Dear Future Husband,Meghan Trainor,0,0.657,0.776,1,-4.964,1,0.154,0.366,0.0,0.277,0.84,79.477,185080,0
All Out 10s,72,We Are Never Ever Getting Back Together,Taylor Swift,62,0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65e-05,0.121,0.75,85.984,193147,0
All Out 10s,73,How Do You Sleep?,Sam Smith,75,0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.567,202205,0
All Out 10s,74,All of Me,John Legend,84,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,269560,1
All Out 10s,75,In My Blood,Shawn Mendes,75,0.622,0.712,5,-7.321,1,0.066,0.0573,0.0,0.13,0.487,140.025,211360,0
All Out 10s,76,Galway Girl,Ed Sheeran,77,0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943,170827,0
All Out 10s,77,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1,0.735,0.451,0,-8.374,1,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,245200,1
All Out 10s,78,Last Friday Night (T.G.I.F.),Katy Perry,73,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,230747,1
All Out 10s,79,Grenade,Bruno Mars,76,0.706,0.558,2,-7.237,0,0.0593,0.146,0.0,0.118,0.227,110.443,223253,1
All Out 10s,80,If the World Was Ending (feat. Julia Michaels),JP Saxe,80,0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801,208687,0
All Out 10s,81,i'm so tired...,Lauv,7,0.599,0.733,11,-7.058,1,0.203,0.176,0.0,0.242,0.534,102.211,162583,0
All Out 10s,82,The Nights,Avicii,84,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,176658,0
All Out 10s,83,Call Me Maybe,Carly Rae Jepsen,78,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400,0
All Out 10s,84,Sorry,Justin Bieber,0,0.665,0.759,0,-3.694,0,0.0399,0.0767,0.0,0.313,0.389,99.992,200787,0
All Out 10s,85,Love Someone,Lukas Graham,61,0.538,0.409,9,-6.581,0,0.0505,0.172,0.0,0.11,0.265,171.838,205440,0
All Out 10s,86,Shape of You,Ed Sheeran,85,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,1
All Out 10s,87,Please Don't Go,Joel Adams,71,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,210580,0
All Out 10s,88,When I Was Your Man,Bruno Mars,82,0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795,213827,0
All Out 10s,89,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,63,0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,193613,0
All Out 10s,90,Dancing With A Stranger (with Normani),Sam Smith,77,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,171030,0
All Out 10s,91,Castle on the Hill,Ed Sheeran,77,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,261154,1
All Out 10s,92,Set Fire to the Rain,Adele,3,0.61,0.683,2,-3.879,0,0.0253,0.00382,1.79e-06,0.125,0.466,108.003,241693,1
All Out 10s,93,"How Far I'll Go - From ""Vaiana""",Alessia Cara,59,0.309,0.544,9,-9.621,1,0.352,0.155,0.000265,0.0727,0.16,180.979,175517,0
All Out 10s,94,Scared to Be Lonely,Martin Garrix,77,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,220883,0
All Out 10s,95,You Need To Calm Down,Taylor Swift,77,0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026,171360,0
All Out 10s,96,Stronger (What Doesn't Kill You),Kelly Clarkson,73,0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044,221947,0
All Out 10s,97,When We Were Young,Adele,2,0.377,0.595,3,-5.936,1,0.0489,0.303,0.0,0.095,0.264,144.464,290900,1
All Out 10s,98,Stay,Zedd,75,0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,210091,0
All Out 10s,99,Just Give Me a Reason,P!nk,0,0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,242733,1
